har_id,gene,old_rank,rank,rank_change,old_total,total_score,old_score_accel,score_acceleration,old_score_motif,score_motif,driver
HAR_1020,RBFOX1,213,218,-5,0.30346480387528096,0.279177070616069,0.5272577336312415,0.05763499298737728,0.0,0.1717171717171717,motif
HAR_1038,XYLT1,219,219,0,0.3012056179984852,0.2787157884147313,0.48577729829418964,0.07069892473118279,0.0,0.13131313131313133,motif
HAR_70,RPE65,230,220,10,0.29250353580356847,0.27840758616966865,0.41156542025848714,0.10196960297766751,0.0,0.15151515151515152,motif
HAR_284,ATOH7,197,221,-24,0.3170241408347051,0.2779083527053085,0.7115288292347552,0.03729174051754697,0.0,0.16161616161616163,motif
HAR_2606,KCNQ5,210,222,-12,0.3049013506130657,0.27590681265524863,0.48577729829418964,0.02827956989247312,0.0,0.06060606060606061,motif
HAR_3015,TRPS1,199,223,-24,0.31472743982900964,0.2753906238171328,0.6327004508449161,0.027455893099488468,0.0,0.06060606060606061,motif
HAR_1544,ZEB2,190,224,-34,0.32008251227650775,0.27378391950128944,0.7490683593213007,0.01550981895382438,0.0,0.10101010101010101,motif
HAR_521,SOX5,265,225,40,0.259675480054428,0.27274114386498755,0.7505538979398817,0.8073361082206035,0.0,0.18181818181818182,acceleration
HAR_1543,ZEB2,202,226,-24,0.311799456155606,0.2725972189364541,0.6598108684003096,0.04205885040665266,0.0,0.08080808080808081,motif
HAR_2263,LRBA,220,227,-7,0.3011565998268526,0.2724858718234181,0.5087809046340848,0.06312403993855607,0.0,0.050505050505050504,acceleration
HAR_192,IRF6,211,228,-17,0.30447562036664594,0.27118370857604845,0.5726162408517711,0.046512450481041315,0.0,0.0707070707070707,motif
HAR_454,TTC12,253,229,24,0.271497301050605,0.26992893739247237,0.5261506270741987,0.03476996298254892,0.0,0.6565656565656566,motif
HAR_891,CDC42BPB,239,230,9,0.28363128521116887,0.2684950287289151,0.43366919844834206,0.07313681868743048,0.0,0.20202020202020202,motif
HAR_3173,RMI1,222,231,-9,0.29983359051568675,0.2675234678088104,0.5726162408517711,0.046107994389901825,0.0,0.09090909090909091,motif
HAR_1662,KLF7,205,232,-27,0.3082552925405302,0.266557499558965,0.7501835249286583,0.046275659824046925,0.0,0.15151515151515152,motif
HAR_1606,MAP3K20,223,233,-10,0.29933165890913654,0.2664843340848331,0.5967729072735232,0.04094532320338772,0.0,0.12121212121212122,motif
HAR_3017,RAD21,286,234,52,0.24041257069068805,0.26648428282173797,0.039658435599347265,0.39768145161290325,0.0,0.020202020202020204,acceleration
HAR_1918,ADAMTS9,229,235,-6,0.29490341947271204,0.2658932705929773,0.5812726488940368,0.04418682795698925,0.0,0.1717171717171717,motif
HAR_788,SPTSSA,224,236,-12,0.2993097927018953,0.26549693459908674,0.5472271072408593,0.020896233910694423,0.0,0.06060606060606061,motif
HAR_976,LINGO1,207,237,-30,0.3054912132239829,0.2650890425836292,0.8188056216321997,0.04682656053623796,0.0,0.2727272727272727,motif
HAR_2919,TTI2,200,238,-38,0.31377172671981546,0.2645149519120051,0.7885951977982658,0.012776914108045085,0.0,0.10101010101010101,motif
HAR_1444,FANCL,221,239,-18,0.30062399153527974,0.2641346181677815,0.6333582957282677,0.06157648283038502,0.0,0.0707070707070707,acceleration
HAR_2772,TBX20,227,240,-13,0.296267596773727,0.26401614315113353,0.5123750265661831,0.03720996038483305,0.0,0.020202020202020204,acceleration
HAR_3202,TRIM32,226,241,-15,0.29633053948944527,0.26377260918836304,0.552173127579331,0.050984801488833754,0.0,0.050505050505050504,acceleration
HAR_1421,CRIM1,209,242,-33,0.30509114420437383,0.2636361608183916,0.646705107345228,0.025631030114023977,0.0,0.04040404040404041,motif
HAR_675,PIBF1,234,243,-9,0.28943807469277466,0.2633011624828289,0.4319158772990254,0.03688639551192146,0.0,0.030303030303030304,acceleration
HAR_1036,ERCC4,284,244,40,0.24382461047188103,0.2606170887319632,0.039658435599347265,0.2651209677419355,0.0,0.020202020202020204,acceleration
HAR_1334,ZNF407,238,245,-7,0.28571696585280626,0.2605438316404597,0.4703275501686329,0.04577628220004642,0.0,0.09090909090909091,motif
HAR_1660,KLF7,228,246,-18,0.2958422074544814,0.2596858974542264,0.6313783707619169,0.02827956989247312,0.0,0.12121212121212122,motif
HAR_1177,HOXB1,302,247,55,0.22795957510862042,0.2577101541277613,0.5502090676418214,0.9174972816237768,0.0,0.08080808080808081,acceleration
HAR_2270,GLRB,235,248,-13,0.28941310287590766,0.2574490912794389,0.6225697469274305,0.03607087996488919,0.0,0.18181818181818182,motif
HAR_3081,TYRP1,252,249,3,0.2722178455101164,0.2562941798666353,0.3777962349483837,0.09981024667931689,0.0,0.0707070707070707,acceleration
HAR_790,SPTSSA,236,250,-14,0.288138285881571,0.25407744081549405,0.5911981962844577,0.025249615975422426,0.0,0.1111111111111111,motif
HAR_472,UBE4A,259,251,8,0.26711927577382616,0.2492768339833506,0.668840434019156,0.04598304047556605,0.0,0.5151515151515151,motif
HAR_1247,ASXL3,249,252,-3,0.2740396738273758,0.24904976282164848,0.5294541059733497,0.05701526187998613,0.0,0.16161616161616163,motif
